username,tweet_raw,cluster,topik_dominan
RMTHandoko,@msaid_didu Gak apa2 kan ini BBM non Subsidi saja yg naik.. nikmati saja memang harga minyak dunia lagi tinggi.,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
tauhidderry,@msaid_didu Itu BBM non subsidi yang naek..pertalite dan biosolar gak naik,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
AlnilamOmar,"Pertamina menaikkan harga BBM non subsidi.

Netijen:Pertalite ga naik tapi langka🙄

Netijen : Jadi kangen PDIP jadi oposisi, kangen liat politisi PDIP demo bahkan sampai nangis.

Megawati bahkan menyanyikan lagu, BBM naik lagi, susu tak terbeli, orang pintar tarik subsidi. https://t.co/ElEFQ8ScBo",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
bugsbunny2345,"Sedap bener BBM non subsidi naik lagi hari ini..
Nikmat apalagi yg engkau dustakan gaess..masih nyaman hingga 2024 ya ? Warga konoha kaya2 semua kok.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
t_huberton,"@DokterTifa Woi kalau BBM subsidi ngak naik coy, ngak usah bikin hoax kalau non subsidi tergantung minyak dunia. Kalau keberatan paki BBM non subsidi yg ngak usah pakai mobil mewahnya. Salam ngak makin tolol",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
TMIHARINI,"Harga BBM Non subisidi naik mulai 1 Oktober 2023

Harga naik di kisaran 700 rupiah (pertamax) hingga 1,000 rupiah (Pertamina Dex &amp; green 95)

List BBM Non subsidi yang naik adalah: Pertamax, Pertamax Turbo, Dexlite, Pertamina Dex, dan Pertamax Green 95. https://t.co/PH8IPsCTSt",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
RadioElshinta,"Harga Bahan Bakar Minyak (BBM) non subsidi Pertamax dkk dari Pertamina naik mulai hari ini, Minggu 1 Oktober 2023.

Selengkapnya &gt;&gt;&gt; https://t.co/ITPCzDUNGP https://t.co/7YhzyNHmHP",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ErliSutaWarman,@DokterTifa Yang naik itu BBM non Subsidi gak usah kaget apa jangan2 baru bisa kebeli yang non subsidi trus pas naik langsung panik ngoceh2 kalau turun diem2 bae situ sekelas dokter masih aja ngeluh banyak2 istigfar Bu dokter yang namanya non subsidi barometernya harga minyak dunia,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
Mdy_Asmara1701,"Sekedar Kasih Tahu ya Guys 

Harga BBM Non Subsidi Naik https://t.co/BvJX2FJ7dU",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
HeruCaturP,"@awemany Narasi kritik ente ke Anies didominasi  aroma kebencian dan aroma belum move on, sampai lupa kritik yg sama pada Capres yg lain bahkan lupa Kritik kebijakan penguasa yg semakin amburadul...
hari ini BBM non subsidi  pada naik...biasanya ente terdepan kritik kebijakan pemerintah,",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
abouttng,"Harga BBM Pertamina kembali naik per 1 Oktober 2023. Kenaikan harga ini untuk 5 jenis BBM non-subsidi, yaitu Pertamax, Pertamax Turbo, Dexlite, Pertamina Dex dan Pertamax Green 95.

Untuk Pertamax, harganya naik dari Rp13.300/liter menjadi Rp14.000/liter. Sebelumnya Pertamax juga https://t.co/9ejHnXn0MT",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
FerdiansyahSP,"@Nayyy407 @detikcom Dibaca dulu makanya mas, yg naik BBM non subsidi ya. Yg belum mampu beli pertamax  pakai pertalite",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
pikiran_rakyat,Update Harga BBM Pertamina per 1 Oktober 2023: Harga BBM Subsidi Makin Mencekik! https://t.co/aID4rhLEnW,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"Bahasa mengubah terlalu halus, to the point aja min, pertamina menaikan harga BBM non subsidi, naik dalam senyap, tak ada omongan, langsung naik. Kado hari kesaktian pancasila buat rakyat😊",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,Resmi! Harga BBM Non Subsidi Pertamina di SPBU Naik 1 Oktober https://t.co/1pAkLuofCp,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Sinyal Semakin Kuat! Harga BBM Non-Subsidi Naik Besok? https://t.co/zHjx9Oq84H,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
alisyarief,Harga Minyak Mendekati USD 100 Per Barel. BBM Non Subsidi Pasti Naik Lagi https://t.co/jd7cvhj9K3,3,"Diskusi mengenai rp, subsidi, non, harga, utang"
detikcom,"Harga minyak mentah yang tinggi bisa mendorong harga Pertamax atau BBM non subsidi ikut naik. Cek di sini!
https://t.co/6uAD8URvRQ",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
detikfinance,Harga minyak mentah yang tinggi bisa mendorong harga Pertamax atau BBM non subsidi ikut naik. https://t.co/e2V8eNkBGk,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
PetugasRakyatRI,"*UU Cipta Kerja Gagal Selamatkan APBN, Harga BBM Naik: Pembohongan Publik?*

Oleh: Anthony Budiawan - Managing Director PEPS (Political Economy and Policy Studies)

Pendapatan Negara Juli 2023 masih turun tajam, turun 11,5 persen dibandingkan dengan periode sama tahun lalu (Juli",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
GRUNGE_GO,"Tinggal sisa 1 voucher, sepertinya gue harus minta lagi nih, maklum harga BBM non subsidi kan skr lagi naik !! 🤧 https://t.co/fHjshZCJWI",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
tribunmedan,"Daftar Lengkap Harga BBM Non Subsidi Pertamina dan Shell yang Naik per 1 September 2023
 
https://t.co/fn6FAyIkXG via @tribunnews 

#HargaBBMNonSubsidi #Pertamina",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
IjazahOri,"Hebatnya sosok Cak Imin, begitu doi diberitakan jadi cawapresnya Anies aje, BBM non subsidi dan beras langsung naik harganye. Ganjar dan Ayah mah lewat yak...🤣🤣

*kaboooor ah*🤣🏃🏃🏃 https://t.co/49AWDMlc1I",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
Th3Tr4vel3r,"Naik Naik BBM Non Subsidi
Tinggi tinggi sekali
Hapus Hapus BBM Subsidi
Kemiskinan Semaki menjadi

selamat September ceria dimana 
#HargaBBMMencekik rakyat kecil
kemana suara para kader partai yg ada bantengnya ketika #HargaBBMMencekik ⁉️ https://t.co/nzPCfYLkmk",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
satia_nagara,"Warna warni partai politik bagaikan es buah dan hiruk pikuk  koalisi sementara beras mahal, BBM non subsidi naik #September1st ceria menjd sedih 

Mending ngadem dulu sambil nyeruput es buah disela2 mencari nafkah #panaspol https://t.co/HAZQZcfOfL",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
blank0429,"Tanda-tanda BBM yg katanya disubsidi mau ganti harga biasanya diawali yg non subsidi naik duluan.

Brace our self",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"Alhamdulilah naik, ditambah pengumuman BBM non subsidi naik, pemberlakuan tilang uji emisi, makin bikin happy😊",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"@papa_loren Pura2 bahagia sajalah, hari ini bbm non subsidi juga resmi naik kalo tarif tol sudah duluan, pertalit wacana dihapus, tabung melon harus pake KTP dan terdaftar. Eh ada juga tilang kendaraan gagal lolos uji emisi. Kumplit dan rakyat ""dimanjakan""😊",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
P3gEl,"Gak salah titah lord, september BBM naik ya naik. Resmi naik bahan bakar non subsidi. 2024 wacana pertalit dihapus, cucoklah, senang berbisnis dengan rakyat. Pantes kepuasan terhadap presiden diatas 80%😊
https://t.co/xpkhruvnuG",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Harian_Jogja,Pengumuman! Harga BBM Non Subsidi Naik per 1 September 2023 #beritajogja #jogja #jogjaistimewa https://t.co/cSsDaGbTOr https://t.co/dlonLqDE5j,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
KompasTV,"Harga BBM Pertamina Non-Subsidi Naik per 1 September 2023, Berikut Daftar Lengkapnya https://t.co/2B1h16Lndh",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
prastow,"@MARIAM_Mendezz @Lelanang_ Harga BBM Non Subsidi memang naik karena mengikuti harga pasar. Kalau harga pasar turun juga ikut turun. 
https://t.co/EaMmVjERLs",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
apostiera,"Beginilah akibat PT 20%, urusan copras-capres cuma diatur segelintir orang. Parpol2 pusing sendiri dan saling kunci dg UU yang mereka bikin.

Sementara itu, harga BBM non subsidi naik hari ini.",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
cnbcindonesia,Harga BBM Non Subsidi Pertamina Resmi Naik 1 September 2023 https://t.co/H41igZyM7k,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
tribunmedan,"Harga BBM Non Subsidi Pertamina dan Shell Naik, Berikut Daftar Harganya
 
https://t.co/o8TQ0tGq7d via @tribunnews",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ronavioleta,"Kalau gaji Ahok naik dari 2,8 M menjadi 8,36 M, itu menyesuaikan apa?

Harga BBM Non-Subsidi Naik, Pertamina: Menyesuaikan Harga Pasar
https://t.co/bDDIgN8oU8",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
TirtoID,"PT Pertamina (Persero) kembali menaikkan harga tiga jenis Bahan Bakar Minyak (BBM) non subsidi yakni Pertamax Turbo, Dexlite dan Pertamina Dex. Ketiga BBM tersebut naik efektif per hari ini, Selasa (1/8/2023).

https://t.co/lCEunx7M4O",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi Pertamina Naik, Ini Daftar Terbarunya.. https://t.co/0PziVBtFX4",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
SINDOnews,"Pertamina kembali melakukan penyesuaian harga BBM non subsidi yang mulai berlaku besok, Selasa, 1 Agustus 2023. Apa saja yang naik?
https://t.co/53CH9bXFuq",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
jawapos,Harga BBM Non-Subsidi Naik Bulan Ini https://t.co/akAm2FVfDH,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
merdekadotcom,"Harga BBM Non-Subsidi Pertamina Naik Mulai Hari Ini, Cek Rinciannya di Sini https://t.co/EdRTyhQSAu",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kumparan,PT Pertamina (Persero) mengumumkan kenaikan daftar bahan bakar minyak (BBM) non subsidi per 1 Juli 2023. Terpantau harga seluruh produk BBM Shell dan BP-AKR juga naik hari ini. #bisnisupdate #update #bisnis #carousel https://t.co/vm5p1Rc1Lh https://t.co/7Xv09fQLmr,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kumparan,Pertamina mengumumkan kenaikan daftar BBM non subsidi per 1 Juli 2023. Terpantau harga seluruh produk BBM Shell dan BP-AKR juga naik hari ini. #bisnisupdate #update #bisnis #bbm #pertamina #shell https://t.co/7tj0d5cLL5,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
kumparan,"Pertamina mengumumkan perubahan daftar BBM per 1 Juli 2023. Terpantau harga BBM non subsidi naik seperti jenis Pertamax Turbo, Dexlite, dan Pertamina Dex. https://t.co/1ikCqq7O5v",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
Adibara79,@DrEvaChaniago Wooiiii butet...klo punya presiden HOBI JANJI-JANJI PIYE BUTET...harga sembako naik..bbm subsidi langka disuguhkan non subsidi..,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
saidmarwan11,@blank0429 Heran..!! Pertalite yg ku tau BBM non subsidi kok ketika harga naik kok tiba tiba termasuk BBM subsidi..Rakyat RI kok dibohongi terus oleh pengurusnya...,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
AriestaWijaya5,"@pertamina Senang amat yang nyari untung dari rakyat kecil ??
Woii, menghapus premium sama halnya dengan mencekik rakyat !!",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
twhandayani78,@pertamina Untung karena mencekik rakyat dengan menaikkan harga Pertalite dan menghapus premium. Bedebah kalian..,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Non Subsidi Ini Resmi Naik, Ini Alasan Pertamina https://t.co/6P1kWUsPzh",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
serambinews,"Simak daftar harga BBM terbaru, resmi naik lagi hari ini, Rabu 1 Februari 2023.
Beberapa jenis BBM terutama BBM non-subsidi mengalami kenaikan harga.
 
https://t.co/chFr0tGuVA via @serambinews",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
keuangannews_id,Harga BBM Non Subsidi di SPBU Pertamina Resmi Naik https://t.co/Ob049ONObW,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Perhatian! Harga BBM Non Subsidi di SPBU Pertamina Resmi Naik https://t.co/Mn6WZDA7J5,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
indowfofficial,"(H) 
2. Harga komoditas nonpangan juga naik

Selain itu, kenaikan GK pada September 2022 juga disebabkan oleh kenaikan harga komoditas nonpangan pasca harga BBM naik.

Misalnya Pertalite naik 30,72 persen, solar 32,04 persen, Pertamax non subsidi 16 persen,",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
ar3klokal,"Menteri BUMN menyampaikan keinginannya untuk penyesuaian harga Pertamax / BBM non subsidi diumumkan setiap minggu. Senin (2/1)

Hal ini dilakukan untuk menyesuaikan dengan harga minyak dunia yang naik turun.

Gimana pendapatmu Sobat IndiHome ?

#InternetnyaIndonesia https://t.co/fOM63shavb",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
PrinaWonkCerbon,"@KING__VALDEZ Sebenernya ini keptusan bener pa @erickthohir sesuai dngn pa yang pernah d lontarkannya, kalau pertamax itu BBM non subsidi,kalau hrg minyak dunia turun mk ikut turun,kalau minyak dunia naik hrg naik.Semoga konsisiten,pa yg d sampaikan dgn pelaksanaany.bkn tuk pencitraan ya pak.!",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
yeributkuy,"Ya gmna yaa, kan non subsidi wajar sihh kalau naik.
Harga minyak dunia kan ya Ndak stabil. Naik pun ya masih dibawah harga keekonomian kok.
Nihh perlu kalian tau... kini Pertamina untuk menekan beban negara, MyPertamina jadi wadah masyarakat yg berhak untuk beli BBM subsidi. https://t.co/A3MgjhjBTw",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
tazzella99,@asli_komunies @halu11ribuT @nocturnalicious @ekowboy2 Sejak kpn harga BBM non subsidi harganya naik turun...,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
yeributkuy,"Ya kan wajar klau BBM non subsidi itu naik, kan mengikuti harga minyak dunia.
Dan ini aku kasih tau, Pertamina memberikan program layanan program BBM satu harga, dan ini mampu mendorong ekonomi masyarakat daerah. https://t.co/pTLg6tnOR0",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
olland72,"@bachrum_achmadi Dan cman kadrun dngu yg nyinyir bbm non subsidi naik hrga, pdahal naik onta",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
HeryIdris5,@bachrum_achmadi Lu cuma pake partalite ribut pula...!! Yg naik itu BBM non subsidi bahlul achmadi. Tahu itu buat kalangan siapa..??,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
kakadjf,@bachrum_achmadi Kan yang naik BBM Non Subsidi.. Yang menikmati kan kalangan yang ga perlu subsidi lagi.. Pas lah..,0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
bachrum_achmadi,"BBM non subsidi naik lagi per tanggal 08 Desember 2022.

Selamat menikmati! Cuma ebong yg slalu bahagia, mau BBM naik mau turun ttap horeee...! 🤣🤣🤣",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
ignamukti,"@NgilmuKantiLaku @Ari3Pras @jokowi Kasihan banget lu sebagai rakyat yang tersakiti.
UU justru untuk melindungi rakyat.
BBM non subsidi naik, emang rakyat kecil pake?
Buruh memang dipotong PPh 21?
Hutang banyak dipake untuk pembangunan, ada hasilnya.
Emang siapa yang jual pulau?
Byk berusaha dan bersyukur ya.",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
yeributkuy,"Mau naik atau bagaimana, namanya juga BBM non subsidi wajar sihh yaaa utk harga mengikuti perkembangan harga minyak dunia.
Sekarang mending kita dukung program @pertamina yaitu BBM satu harga.
Wujud komitmen dr Pertamina 
#EnergiAdilUntukPenjuruNegeri #BBMKualitasTerjaga https://t.co/YOYms2cjcm",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
anggunsafitriz,"Harga BBM Non Subsidi Naik Mulai Desember 2022
https://t.co/3Yz151Ryju",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
OposisiCerdas,"Harga BBM Non Subsidi Naik Mulai Desember 2022
https://t.co/MXMv3TmWBU",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
geloraco,"Harga BBM Non Subsidi Naik Mulai Desember 2022
https://t.co/7dNAIEQ2ZU",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
tvOneNews,Harga BBM Non Subsidi Naik Mulai Desember 2022 https://t.co/SWIf52vH01,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
perupadata,"BBM Pertamina non-subsidi naik harga, meliputi Pertamax Turbo, Pertamina Dex dan Dexlite. Shell juga menaikkan harga semua produknya.",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
jawapos,"BBM Pertamina Non Subsidi Resmi Naik Per 1 Desember 2022, Ini Harganya https://t.co/o957tk8vkq",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
tribunnews,"Harga BBM Non Subsidi di Bali Resmi Naik Hari Ini, Kamis 1 Desember 2022: Pertamax Turbo Rp15.200
 
https://t.co/NSKoZF9EW2 via @tribunbalikanal",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,"Harga BBM Non Subsidi Naik Lagi, Pertamina Buka Suara.. https://t.co/JD0NMcwEq4",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
haluanharian,"Duh! Harga BBM Non Subsidi Naik per 1 Desember 2022, Cek Daftar Harga Terbarunya https://t.co/veWqEQqMfy",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
KompasTV,"Harga BBM Non Subsidi Naik, Ini Daftar Harga BBM Pertamina Per 1 Desember 2022 https://t.co/hMIuJWhUm9 https://t.co/sf0wcxOrzc",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Breaking! Harga BBM Non Subsidi Pertamina Resmi Naik di SPBU https://t.co/g6NXxNXfKO,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
TirtoID,"Kementerian Pertanian mengakui harga beras saat ini naik. 

Hal itu dipicu kenaikan harga BBM, kesulitan pupuk hingga petani yang tidak menggunakan pupuk subsidi, tetapi non subsidi.

https://t.co/uPQapM9f93",2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
JokoLipService,"Gimana sih kerjanya ?
Kerja lu ngapain aja hok ? @basuki_btp @Ahok klo ngomong sok hebat.

Si Mulut Jamban &amp; Koruptor, Diangkat Jadi Komisaris Utama, Digaji 3,5 Milyar, Gak Bisa Kerja, Pertamina Malah Rugi 191 Triliun, dan Harga BBM Mencekik Rakyat ??
 https://t.co/k6kl7Quf4y",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
okezonenews,"Harga BBM Solar Non Subsidi Naik, Berikut Daftarnya    #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/sjHBpxfDgg",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
arpas2000,"@prastow Di atas kertas BPS kalau diRakyat bawah tidak turun malah naik semua. Memang aneh perhitungan BPS ini, BBM subsidi &amp; non subsidi naik bulan lalu kok malah deflasi!! 😮‍💨😮‍💨. Ini cara hitungnya gimana?? 🤔",3,"Diskusi mengenai rp, subsidi, non, harga, utang"
Cpt28_,"@CNNIndonesia Selama si T4i masih di Pertamina , harga bbm masih mencekik rakyat jelata.....kwkkwkwkwk",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
AgusAgu00819551,"Shell punya londo yg numpang berak di Indonesia aja hrga nya lbh murah, nich Pertamina punya negara mlh mencekik rakyat ini akibat klau berusaha gk pakai otak, kirain jual mahal negara bisa bgs ekonomi nya gak tau nya ekonomi hancur di segala bidang dasar org suek.",0,"Diskusi mengenai subsidi, non, harga, rakyat, indonesia"
cnbcindonesia,"Harga BBM Solar Non Subsidi Naik, Pertamax Turbo Malah Turun! https://t.co/553R8XPkXS",1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
cnbcindonesia,Harga BBM Solar Non Subsidi Pertamina Resmi Naik 1 November https://t.co/TbaFckpR5G,1,"Diskusi mengenai harga, subsidi, non, pertamax, rp"
AraZuliaryo,@raykairi @randhilicious @txtdrpemerintah Dulu sebelum banteng dipemerintahan gak ada tuh narasi bbm non subsidi naik bla bla yang ada hanya bbm naik rakyat susah sampe nangis2 noh orang2 nya. Sekarang kalau naik dinarasiin nya beban negra subsidi berat bla bla.,2,"Diskusi mengenai subsidi, non, harga, pertamax, pertalite"
